JOURNAL,YEAR,VOLUME,ISSUE,editor_id,FIRST_NAME,MIDDLE_NAME,LAST_NAME,NAME,TITLE.x,CATEGORY,INST,INST.2,UNIT,CITY,STATE,COUNTRY,geo.code
FUNECOL,2006,20,1,1215,Gaku,,Kudo,Gaku Kudo,Associate.Editor,SE,Noinst,,,Hokkaido,,Japan,JPN
FUNECOL,2006,20,1,2865,Peter,,Mayhew,Peter Mayhew,Associate.Editor,SE,Noinst,,,York,,UK,GBR
FUNECOL,2006,20,1,2048,Kevin,J,McGraw,Kevin J McGraw,Associate.Editor,SE,Noinst,Arizona,,,Arizona,USA,USA
FUNECOL,2006,20,1,322,Brian,K,McNab,Brian K McNab,Associate.Editor,SE,,Florida,,,,USA,USA
FUNECOL,2006,20,1,1109,Frank,,Messina,Frank Messina,Editor,EIC,Utah State University,,Department of Biology,,,USA,USA
FUNECOL,2006,20,1,2880,Peter,H,Niewiarowski,Peter H Niewiarowski,Associate.Editor,SE,Noinst,Ohio,,,Ohio,USA,USA
FUNECOL,2006,20,1,2732,Owen,L,Petchey,Owen L Petchey,Associate.Editor,SE,Noinst,,,Sheffield,,UK,GBR
FUNECOL,2006,20,1,1246,Gareth,K,Phoenix,Gareth K Phoenix,Associate.Editor,SE,Noinst,,,Sheffield,,UK,GBR
FUNECOL,2006,20,1,832,David,,Raubenheimer,David Raubenheimer,Associate.Editor,SE,Noinst,,,Auckland,,New Zealand,NZL
FUNECOL,2006,20,1,1353,Heather,L,Reynolds,Heather L Reynolds,Associate.Editor,SE,Noinst,Indiana,,,Indiana,USA,USA
FUNECOL,2006,20,1,839,David,N,Reznick,David N Reznick,Associate.Editor,SE,Noinst,Riverside,,Riverside,,USA,USA
FUNECOL,2006,20,1,3903,James,H,Richards,James H Richards,Associate.Editor,SE,Noinst,Davis,,Davis,,USA,USA
FUNECOL,2006,20,1,2237,Lawren,,Sack,Lawren Sack,Associate.Editor,SE,Noinst,,,,Hawaii,USA,USA
FUNECOL,2006,20,1,2564,Michael,T,Siva-Jothy,Michael T Siva-Jothy,Associate.Editor,SE,Noinst,Sheffield,,Sheffield,,USA,USA
FUNECOL,2006,20,1,1878,Juan,Jose,Soler,Juan Jose Soler,Associate.Editor,SE,Noinst,,CSIC,,,Spain,ESP
FUNECOL,2006,20,1,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2006,20,1,3236,Raoul,,VanDamme,Raoul VanDamme,Associate.Editor,SE,Noinst,,,Antwerp,,Belgium,BEL
FUNECOL,2006,20,1,2586,Marcel,G A,VanDerHeijden,Marcel G A VanDerHeijden,Associate.Editor,SE,,,,Amsterdam,,Netherlands,NLD
FUNECOL,2006,20,1,1934,Jeffrey,A,Walker,Jeffrey A Walker,Associate.Editor,SE,Noinst,Maine,,,Maine,USA,USA
FUNECOL,2006,20,1,916,David,,Whitehead,David Whitehead,Associate.Editor,SE,Noinst,,Landcare Research,,,New Zealand,NZL
FUNECOL,2006,20,1,3661,Tony,D,Williams,Tony D Williams,Associate.Editor,SE,Simon Fraser University,Simon Fraser University,,,,Canada,CAN
FUNECOL,2006,20,1,3504,Scott,D,Wilson,Scott D Wilson,Associate.Editor,SE,Noinst,Regina,,Regina,,Canada,CAN
FUNECOL,2006,20,1,2111,Ken,,Wilson,Ken Wilson,Associate.Editor,SE,Noinst,,,Lancaster,,UK,GBR
FUNECOL,2007,21,2,2272,Michael,J,Angilletta,Michael J Angilletta,Associate.Editor,SE,,Indiana,,,,USA,USA
FUNECOL,2007,21,2,10,Alexander,V,Badyaev,Alexander V Badyaev,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2007,21,2,395,Craig,W,Benkman,Craig W Benkman,Associate.Editor,SE,,Wyoming,,,,USA,USA
FUNECOL,2007,21,2,401,Carol,L,Boggs,Carol L Boggs,Associate.Editor,SE,,Stanford,,,,USA,USA
FUNECOL,2007,21,2,1153,Gary,R,Bortolotti,Gary R Bortolotti,Associate.Editor,SE,,Saskatchewan,,,,Canada,CAN
FUNECOL,2007,21,2,1058,Francisco,,Bozinovic,Francisco Bozinovic,Associate.Editor,SE,,,,,,Chile,CHL
FUNECOL,2007,21,2,2311,Maria,JI,Briones,Maria JI Briones,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2007,21,2,3936,Scott,P,Carroll,Scott P Carroll,Associate.Editor,SE,Noinst,California,,,California,USA,USA
FUNECOL,2007,21,2,3299,Steven,L,Chown,Steven L Chown,Associate.Editor,SE,,Stellenbosch,,,,South Africa,ZAF
FUNECOL,2007,21,2,41,Andrew,,Clarke,Andrew Clarke,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2007,21,2,656,Daniel,P,Costa,Daniel P Costa,Associate.Editor,SE,,Santa Cruz,,,,USA,USA
FUNECOL,2007,21,2,1528,James,,Cresswell,James Cresswell,Editor,EIC,,,,,,UK,GBR
FUNECOL,2007,21,2,1536,James,W,Dalling,James W Dalling,Associate.Editor,SE,,Illinois,,,,USA,USA
FUNECOL,2007,21,2,430,Christian,,Damgaard,Christian Damgaard,Associate.Editor,SE,,,,,,Denmark,DNK
FUNECOL,2007,21,2,51,Alistair,,Dawson,Alistair Dawson,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2007,21,2,452,Charles,,Fox,Charles Fox,Editor,EIC,,,,,,USA,USA
FUNECOL,2007,21,2,1623,J,Daniel,Hare,J Daniel Hare,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2007,21,2,2834,Peeter,,Horak,Peeter Horak,Associate.Editor,SE,,,,,,Estonia,EST
FUNECOL,2007,21,2,731,Duncan,J,Irschick,Duncan J Irschick,Associate.Editor,SE,,Tulane,,,,USA,USA
FUNECOL,2007,21,2,3940,Sue,,Jackson,Sue Jackson,Associate.Editor,SE,,,,,,South Africa,ZAF
FUNECOL,2007,21,2,3573,T,Hefin,Jones,T Hefin Jones,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2007,21,2,3859,Clive,Green,Jones,Clive Green Jones,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2007,21,2,1680,Jan,,Kozlowski,Jan Kozlowski,Associate.Editor,SE,,,,,,Poland,POL
FUNECOL,2007,21,2,1215,Gaku,,Kudo,Gaku Kudo,Associate.Editor,SE,,,,,,Japan,JPN
FUNECOL,2007,21,2,2865,Peter,,Mayhew,Peter Mayhew,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2007,21,2,2048,Kevin,J,McGraw,Kevin J McGraw,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2007,21,2,322,Brian,K,McNab,Brian K McNab,Associate.Editor,SE,,Florida,,,,USA,USA
FUNECOL,2007,21,2,1109,Frank,,Messina,Frank Messina,Editor,EIC,,,,,,USA,USA
FUNECOL,2007,21,2,2880,Peter,H,Niewiarowski,Peter H Niewiarowski,Associate.Editor,SE,,Ohio,,,,USA,USA
FUNECOL,2007,21,2,2732,Owen,L,Petchey,Owen L Petchey,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2007,21,2,1246,Gareth,K,Phoenix,Gareth K Phoenix,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2007,21,2,2224,Lourens,,Poorter,Lourens Poorter,Associate.Editor,SE,Noinst,,,,,Netherlands,NLD
FUNECOL,2007,21,2,832,David,,Raubenheimer,David Raubenheimer,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2007,21,2,1353,Heather,L,Reynolds,Heather L Reynolds,Associate.Editor,SE,,Indiana,,,,USA,USA
FUNECOL,2007,21,2,839,David,N,Reznick,David N Reznick,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2007,21,2,3903,James,H,Richards,James H Richards,Associate.Editor,SE,,Davis,,,,USA,USA
FUNECOL,2007,21,2,2237,Lawren,,Sack,Lawren Sack,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2007,21,2,2564,Michael,T,Siva-Jothy,Michael T Siva-Jothy,Associate.Editor,SE,,Sheffield,,,,USA,USA
FUNECOL,2007,21,2,2095,Keith,W,Sockman,Keith W Sockman,Associate.Editor,SE,Noinst,North Carolina,,,,USA,USA
FUNECOL,2007,21,2,1878,Juan,Jose,Soler,Juan Jose Soler,Associate.Editor,SE,Noinst,,CSIC,,,Spain,ESP
FUNECOL,2007,21,2,1879,John,,Speakman,John Speakman,Associate.Editor,SE,Noinst,,,Aberdeen,,UK,GBR
FUNECOL,2007,21,2,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2007,21,2,2577,Mark,,Tjoelker,Mark Tjoelker,Associate.Editor,SE,Noinst,,,,,USA,USA
FUNECOL,2007,21,2,3236,Raoul,,VanDamme,Raoul VanDamme,Associate.Editor,SE,,,,,,Belgium,BEL
FUNECOL,2007,21,2,2586,Marcel,G A,VanDerHeijden,Marcel G A VanDerHeijden,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2007,21,2,1934,Jeffrey,A,Walker,Jeffrey A Walker,Associate.Editor,SE,,Maine,,,,USA,USA
FUNECOL,2007,21,2,916,David,,Whitehead,David Whitehead,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2007,21,2,3661,Tony,D,Williams,Tony D Williams,Associate.Editor,SE,,Simon Fraser University,,,,Canada,CAN
FUNECOL,2007,21,2,3504,Scott,D,Wilson,Scott D Wilson,Associate.Editor,SE,,Regina,,,,Canada,CAN
FUNECOL,2007,21,2,2111,Ken,,Wilson,Ken Wilson,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2008,22,1,2272,Michael,J,Angilletta,Michael J Angilletta,Associate.Editor,SE,,Indiana,,,,USA,USA
FUNECOL,2008,22,1,1973,Kenneth,,Anthony,Kenneth Anthony,Associate.Editor,SE,,,,,Queensland,Australia,AUS
FUNECOL,2008,22,1,10,Alexander,V,Badyaev,Alexander V Badyaev,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2008,22,1,395,Craig,W,Benkman,Craig W Benkman,Associate.Editor,SE,,Wyoming,,,,USA,USA
FUNECOL,2008,22,1,1472,Jon,,Blount,Jon Blount,Associate.Editor,SE,Noinst,,,Exeter,,UK,GBR
FUNECOL,2008,22,1,401,Carol,L,Boggs,Carol L Boggs,Associate.Editor,SE,,Stanford,,,,USA,USA
FUNECOL,2008,22,1,1153,Gary,R,Bortolotti,Gary R Bortolotti,Associate.Editor,SE,,Saskatchewan,,,,Canada,CAN
FUNECOL,2008,22,1,1058,Francisco,,Bozinovic,Francisco Bozinovic,Associate.Editor,SE,,,,,,Chile,CHL
FUNECOL,2008,22,1,2311,Maria,JI,Briones,Maria JI Briones,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2008,22,1,3936,Scott,P,Carroll,Scott P Carroll,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2008,22,1,3299,Steven,L,Chown,Steven L Chown,Associate.Editor,SE,,Stellenbosch,,,,South Africa,ZAF
FUNECOL,2008,22,1,41,Andrew,,Clarke,Andrew Clarke,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2008,22,1,656,Daniel,P,Costa,Daniel P Costa,Associate.Editor,SE,,Santa Cruz,,,,USA,USA
FUNECOL,2008,22,1,1528,James,,Cresswell,James Cresswell,Editor,EIC,,,,,,UK,GBR
FUNECOL,2008,22,1,1536,James,W,Dalling,James W Dalling,Associate.Editor,SE,,Illinois,,,,USA,USA
FUNECOL,2008,22,1,430,Christian,,Damgaard,Christian Damgaard,Associate.Editor,SE,,,,,,Denmark,DNK
FUNECOL,2008,22,1,51,Alistair,,Dawson,Alistair Dawson,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2008,22,1,452,Charles,,Fox,Charles Fox,Editor,EIC,,,,,,USA,USA
FUNECOL,2008,22,1,1623,J,Daniel,Hare,J Daniel Hare,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2008,22,1,2834,Peeter,,Horak,Peeter Horak,Associate.Editor,SE,,,,,,Estonia,EST
FUNECOL,2008,22,1,731,Duncan,J,Irschick,Duncan J Irschick,Associate.Editor,SE,,Tulane,,,,USA,USA
FUNECOL,2008,22,1,3940,Sue,,Jackson,Sue Jackson,Associate.Editor,SE,,,,,,South Africa,ZAF
FUNECOL,2008,22,1,3573,T,Hefin,Jones,T Hefin Jones,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2008,22,1,3859,Clive,Green,Jones,Clive Green Jones,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2008,22,1,1215,Gaku,,Kudo,Gaku Kudo,Associate.Editor,SE,,,,,,Japan,JPN
FUNECOL,2008,22,1,2865,Peter,,Mayhew,Peter Mayhew,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2008,22,1,2048,Kevin,J,McGraw,Kevin J McGraw,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2008,22,1,322,Brian,K,McNab,Brian K McNab,Associate.Editor,SE,,Florida,,,,USA,USA
FUNECOL,2008,22,1,1109,Frank,,Messina,Frank Messina,Editor,EIC,,,,,,USA,USA
FUNECOL,2008,22,1,1775,Juan,,Moreno,Juan Moreno,Associate.Editor,SE,Noinst,,,Madrid,,Spain,ESP
FUNECOL,2008,22,1,2880,Peter,H,Niewiarowski,Peter H Niewiarowski,Associate.Editor,SE,,Ohio,,,,USA,USA
FUNECOL,2008,22,1,2732,Owen,L,Petchey,Owen L Petchey,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2008,22,1,1246,Gareth,K,Phoenix,Gareth K Phoenix,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2008,22,1,2224,Lourens,,Poorter,Lourens Poorter,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2008,22,1,832,David,,Raubenheimer,David Raubenheimer,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2008,22,1,1353,Heather,L,Reynolds,Heather L Reynolds,Associate.Editor,SE,,Indiana,,,,USA,USA
FUNECOL,2008,22,1,839,David,N,Reznick,David N Reznick,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2008,22,1,3903,James,H,Richards,James H Richards,Associate.Editor,SE,,Davis,,,,USA,USA
FUNECOL,2008,22,1,2237,Lawren,,Sack,Lawren Sack,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2008,22,1,2564,Michael,T,Siva-Jothy,Michael T Siva-Jothy,Associate.Editor,SE,,Sheffield,,,,USA,USA
FUNECOL,2008,22,1,2095,Keith,W,Sockman,Keith W Sockman,Associate.Editor,SE,,North Carolina,,,,USA,USA
FUNECOL,2008,22,1,1878,Juan,Jose,Soler,Juan Jose Soler,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2008,22,1,1879,John,,Speakman,John Speakman,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2008,22,1,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2008,22,1,2577,Mark,,Tjoelker,Mark Tjoelker,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2008,22,1,2579,Matthew,,Turnbull,Matthew Turnbull,Associate.Editor,SE,Noinst,,,Christchurch,,New Zealand,NZL
FUNECOL,2008,22,1,3236,Raoul,,VanDamme,Raoul VanDamme,Associate.Editor,SE,,,,,,Belgium,BEL
FUNECOL,2008,22,1,2586,Marcel,G A,VanDerHeijden,Marcel G A VanDerHeijden,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2008,22,1,1934,Jeffrey,A,Walker,Jeffrey A Walker,Associate.Editor,SE,,Maine,,,,USA,USA
FUNECOL,2008,22,1,916,David,,Whitehead,David Whitehead,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2008,22,1,3661,Tony,D,Williams,Tony D Williams,Associate.Editor,SE,,Simon Fraser University,,,,Canada,CAN
FUNECOL,2008,22,1,3504,Scott,D,Wilson,Scott D Wilson,Associate.Editor,SE,,Regina,,,,Canada,CAN
FUNECOL,2008,22,1,2111,Ken,,Wilson,Ken Wilson,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2009,23,1,2272,Michael,J,Angilletta,Michael J Angilletta,Associate.Editor,SE,,Indiana,,,,USA,USA
FUNECOL,2009,23,1,1973,Kenneth,,Anthony,Kenneth Anthony,Associate.Editor,SE,,,,,,Australia,AUS
FUNECOL,2009,23,1,1450,Jennifer,,Baltzer,Jennifer Baltzer,Associate.Editor,SE,Noinst,,,Sackville,,Canada,CAN
FUNECOL,2009,23,1,3712,Wolf,U,Blanckenhorn,Wolf U Blanckenhorn,Associate.Editor,SE,Noinst,Zurich,,Zurich,,Switzerland,CHE
FUNECOL,2009,23,1,1472,Jon,,Blount,Jon Blount,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2009,23,1,401,Carol,L,Boggs,Carol L Boggs,Guest.Editor,SPECIAL,Noinst,Stanford,,,,USA,USA
FUNECOL,2009,23,1,1153,Gary,R,Bortolotti,Gary R Bortolotti,Associate.Editor,SE,,Saskatchewan,,,,Canada,CAN
FUNECOL,2009,23,1,2311,Maria,JI,Briones,Maria JI Briones,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2009,23,1,3936,Scott,P,Carroll,Scott P Carroll,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2009,23,1,3299,Steven,L,Chown,Steven L Chown,Associate.Editor,SE,,Stellenbosch,,,,South Africa,ZAF
FUNECOL,2009,23,1,41,Andrew,,Clarke,Andrew Clarke,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2009,23,1,656,Daniel,P,Costa,Daniel P Costa,Associate.Editor,SE,,Santa Cruz,,,,USA,USA
FUNECOL,2009,23,1,1528,James,,Cresswell,James Cresswell,Editor,EIC,,,,,,UK,GBR
FUNECOL,2009,23,1,1536,James,W,Dalling,James W Dalling,Associate.Editor,SE,,Illinois,,,,USA,USA
FUNECOL,2009,23,1,430,Christian,,Damgaard,Christian Damgaard,Associate.Editor,SE,,,,,,Denmark,DNK
FUNECOL,2009,23,1,51,Alistair,,Dawson,Alistair Dawson,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2009,23,1,452,Charles,,Fox,Charles Fox,Editor,EIC,,,,,,USA,USA
FUNECOL,2009,23,1,1623,J,Daniel,Hare,J Daniel Hare,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2009,23,1,2834,Peeter,,Horak,Peeter Horak,Associate.Editor,SE,,,,,,Estonia,EST
FUNECOL,2009,23,1,731,Duncan,J,Irschick,Duncan J Irschick,Associate.Editor,SE,,Tulane,,,,USA,USA
FUNECOL,2009,23,1,3940,Sue,,Jackson,Sue Jackson,Associate.Editor,SE,,,,,,South Africa,ZAF
FUNECOL,2009,23,1,3573,T,Hefin,Jones,T Hefin Jones,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2009,23,1,1672,John,,Klironomos,John Klironomos,Associate.Editor,SE,Noinst,,,Guelph,,Canada,CAN
FUNECOL,2009,23,1,2437,Marek,,Konarzewski,Marek Konarzewski,Associate.Editor,SE,Noinst,,,Bialystok,,Poland,POL
FUNECOL,2009,23,1,1215,Gaku,,Kudo,Gaku Kudo,Associate.Editor,SE,,,,,,Japan,JPN
FUNECOL,2009,23,1,3393,Sara,M,Lewis,Sara M Lewis,Associate.Editor,SE,Noinst,Tufts,,Tufts,Massachusetts,USA,USA
FUNECOL,2009,23,1,2865,Peter,,Mayhew,Peter Mayhew,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2009,23,1,2048,Kevin,J,McGraw,Kevin J McGraw,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2009,23,1,1109,Frank,,Messina,Frank Messina,Editor,EIC,,,,,,USA,USA
FUNECOL,2009,23,1,1775,Juan,,Moreno,Juan Moreno,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2009,23,1,2880,Peter,H,Niewiarowski,Peter H Niewiarowski,Associate.Editor,SE,,Ohio,,,,USA,USA
FUNECOL,2009,23,1,1246,Gareth,K,Phoenix,Gareth K Phoenix,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2009,23,1,2224,Lourens,,Poorter,Lourens Poorter,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2009,23,1,832,David,,Raubenheimer,David Raubenheimer,Guest.Editor,SPECIAL,Noinst,,,,,New Zealand,NZL
FUNECOL,2009,23,1,832,David,,Raubenheimer,David Raubenheimer,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2009,23,1,1353,Heather,L,Reynolds,Heather L Reynolds,Associate.Editor,SE,,Indiana,,,,USA,USA
FUNECOL,2009,23,1,839,David,N,Reznick,David N Reznick,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2009,23,1,2237,Lawren,,Sack,Lawren Sack,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2009,23,1,2095,Keith,W,Sockman,Keith W Sockman,Associate.Editor,SE,,North Carolina,,,,USA,USA
FUNECOL,2009,23,1,1878,Juan,Jose,Soler,Juan Jose Soler,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2009,23,1,1879,John,,Speakman,John Speakman,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2009,23,1,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,,,,,,UK,GBR
FUNECOL,2009,23,1,2577,Mark,,Tjoelker,Mark Tjoelker,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2009,23,1,2579,Matthew,,Turnbull,Matthew Turnbull,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2009,23,1,3236,Raoul,,VanDamme,Raoul VanDamme,Associate.Editor,SE,,,,,,Belgium,BEL
FUNECOL,2009,23,1,2948,Peter,C,Wainwright,Peter C Wainwright,Associate.Editor,SE,Noinst,California,,,California,USA,USA
FUNECOL,2009,23,1,1934,Jeffrey,A,Walker,Jeffrey A Walker,Associate.Editor,SE,,Maine,,,,USA,USA
FUNECOL,2009,23,1,916,David,,Whitehead,David Whitehead,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2009,23,1,3661,Tony,D,Williams,Tony D Williams,Associate.Editor,SE,,Simon Fraser University,,,,Canada,CAN
FUNECOL,2009,23,1,3504,Scott,D,Wilson,Scott D Wilson,Associate.Editor,SE,,Regina,,,,Canada,CAN
FUNECOL,2009,23,1,2111,Ken,,Wilson,Ken Wilson,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2010,24,1,929,Edith,B,Allen,Edith B Allen,Associate.Editor,SE,Noinst,Riverside,,Riverside,,USA,USA
FUNECOL,2010,24,1,2272,Michael,J,Angilletta,Michael J Angilletta,Associate.Editor,SE,,Indiana,,,,USA,USA
FUNECOL,2010,24,1,2624,Niels,PR,Anten,Niels PR Anten,Associate.Editor,SE,Noinst,Utrecht,,Utrecht,,Netherlands,NLD
FUNECOL,2010,24,1,1450,Jennifer,,Baltzer,Jennifer Baltzer,Associate.Editor,SE,,,,,,Canada,CAN
FUNECOL,2010,24,1,3712,Wolf,U,Blanckenhorn,Wolf U Blanckenhorn,Associate.Editor,SE,,Zurich,,,,Switzerland,CHE
FUNECOL,2010,24,1,1472,Jon,,Blount,Jon Blount,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2010,24,1,1153,Gary,R,Bortolotti,Gary R Bortolotti,Associate.Editor,SE,,Saskatchewan,,,,Canada,CAN
FUNECOL,2010,24,1,2311,Maria,JI,Briones,Maria JI Briones,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2010,24,1,3010,Ryan,,Calsbeek,Ryan Calsbeek,Associate.Editor,SE,Noinst,,,Darmouth,,USA,USA
FUNECOL,2010,24,1,3936,Scott,P,Carroll,Scott P Carroll,Associate.Editor,SE,,California,,,,USA,USA
FUNECOL,2010,24,1,3299,Steven,L,Chown,Steven L Chown,Associate.Editor,SE,,Stellenbosch,,,,South Africa,ZAF
FUNECOL,2010,24,1,656,Daniel,P,Costa,Daniel P Costa,Associate.Editor,SE,,Santa Cruz,,,,USA,USA
FUNECOL,2010,24,1,1536,James,W,Dalling,James W Dalling,Associate.Editor,SE,,Illinois,,,,USA,USA
FUNECOL,2010,24,1,1166,Goggy,,Davidowitz,Goggy Davidowitz,Associate.Editor,SE,Noinst,,,,Arizona,USA,USA
FUNECOL,2010,24,1,51,Alistair,,Dawson,Alistair Dawson,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2010,24,1,452,Charles,,Fox,Charles Fox,Editor,EIC,,,,,,USA,USA
FUNECOL,2010,24,1,1623,J,Daniel,Hare,J Daniel Hare,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2010,24,1,2834,Peeter,,Horak,Peeter Horak,Associate.Editor,SE,,,,,,Estonia,EST
FUNECOL,2010,24,1,731,Duncan,J,Irschick,Duncan J Irschick,Associate.Editor,SE,,Tulane,,,,USA,USA
FUNECOL,2010,24,1,3940,Sue,,Jackson,Sue Jackson,Associate.Editor,SE,,,,,,South Africa,ZAF
FUNECOL,2010,24,1,3573,T,Hefin,Jones,T Hefin Jones,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2010,24,1,116,Adam,D,Kay,Adam D Kay,Associate.Editor,SE,Noinst,Minnesota,,,Minnesota,USA,USA
FUNECOL,2010,24,1,2031,Kaoru,,Kitajima,Kaoru Kitajima,Associate.Editor,SE,Noinst,,,,Florida,USA,USA
FUNECOL,2010,24,1,1672,John,,Klironomos,John Klironomos,Associate.Editor,SE,,,,,,Canada,CAN
FUNECOL,2010,24,1,2437,Marek,,Konarzewski,Marek Konarzewski,Associate.Editor,SE,,,,,,Poland,POL
FUNECOL,2010,24,1,2851,Pawel,,Koteja,Pawel Koteja,Associate.Editor,SE,Noinst,,,Krakow,,Poland,POL
FUNECOL,2010,24,1,1215,Gaku,,Kudo,Gaku Kudo,Associate.Editor,SE,,,,,,Japan,JPN
FUNECOL,2010,24,1,3393,Sara,M,Lewis,Sara M Lewis,Associate.Editor,SE,,Tufts,,,,USA,USA
FUNECOL,2010,24,1,2865,Peter,,Mayhew,Peter Mayhew,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2010,24,1,2048,Kevin,J,McGraw,Kevin J McGraw,Associate.Editor,SE,,Arizona,,,,USA,USA
FUNECOL,2010,24,1,1109,Frank,,Messina,Frank Messina,Editor,EIC,,,,,,USA,USA
FUNECOL,2010,24,1,1775,Juan,,Moreno,Juan Moreno,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2010,24,1,2880,Peter,H,Niewiarowski,Peter H Niewiarowski,Associate.Editor,SE,,Ohio,,,,USA,USA
FUNECOL,2010,24,1,1246,Gareth,K,Phoenix,Gareth K Phoenix,Associate.Editor,SE,,,,,,UK,GBR
FUNECOL,2010,24,1,2224,Lourens,,Poorter,Lourens Poorter,Associate.Editor,SE,,,,,,Netherlands,NLD
FUNECOL,2010,24,1,832,David,,Raubenheimer,David Raubenheimer,Associate.Editor,SE,,,,,,New Zealand,NZL
FUNECOL,2010,24,1,839,David,N,Reznick,David N Reznick,Associate.Editor,SE,,Riverside,,,,USA,USA
FUNECOL,2010,24,1,2237,Lawren,,Sack,Lawren Sack,Associate.Editor,SE,,,,,,USA,USA
FUNECOL,2010,24,1,2095,Keith,W,Sockman,Keith W Sockman,Associate.Editor,SE,,North Carolina,,,,USA,USA
FUNECOL,2010,24,1,1878,Juan,Jose,Soler,Juan Jose Soler,Associate.Editor,SE,,,,,,Spain,ESP
FUNECOL,2010,24,1,2104,Ken,,Thompson,Ken Thompson,Editor,EIC,,,,,,UK,GBR
